Description	Code
write a  program to get the matched elements from two list	"a = [1, 2, 3, 4, 5]
b = [9, 8, 7, 6, 5]
[i for i, j in zip(a, b) if i != j]
"
write a python program to check if a string is palindrome or not	"

my_str = 'aIbohPhoBiA'


my_str = my_str.casefold()
rev_str = reversed(my_str)


if list(my_str) == list(rev_str):
<TAB>print(""The string is a palindrome."")
else:
<TAB>print(""The string is not a palindrome."")
"
Define a function which can generate a list where the values are square of numbers between 1 and 20 (both included). Then the function needs to print all values except the first 5 elements in the list.	"def printList():
<TAB>li = list()
<TAB>for i in range(1, 21):
        li.append(i**2)
<TAB>print(li[5:])
"
write a python class that defines a Tree and add child	"

class TreeNode:
<TAB>def __init__(self, data):
        self.data = data
        self.parent = None
        self.children = []

<TAB>def add_child(self, child):
        child.parent = self
        self.children.append(child)


t = TreeNode(""Arun"")
t.add_child(TreeNode(""Shruthi""))
"
Write a function to implement Gnome Sort	"def gnomeSort(arr, n):
<TAB>index = 0
<TAB>while index < n:
        if index == 0:
            index = index + 1
        if arr[index] >= arr[index - 1]:
            index = index + 1
        else:
            arr[index], arr[index - 1] = arr[index - 1], arr[index]
            index = index - 1
<TAB>return arr


arr = [34, 2, 10, -9]
n = len(arr)
arr = gnomeSort(arr, n)
print(""Sorted seqquence after applying Gnome Sort :"")
for i in arr:
<TAB>print(i)
"
50. Python Program to Count the Number of Each Vowel Using a list and a dictionary comprehension	"

ip_str = 'Hello, have you tried our tutorial section yet?'
ip_str = ip_str.casefold()
count = {x: sum([1 for char in ip_str if char == x]) for x in 'aeiou'}
print(count)
"
write a python program to print the number of uppercase and lowercase letters in a string	"sentence = 'The Quick Brown Fox'
lowercase = 0
uppercase = 0
for c in sentence:
<TAB>if c.isupper():
        uppercase += 1
<TAB>elif c.islower():
        lowercase += 1
<TAB>else:
        pass
print(f'Lowercase: {lowercase}, Uppercase: {uppercase}')
"
write a Python program to get the Cumulative sum of a list	"

list1 = [10, 20, 30, 40, 50]
new_list = []
j = 0
for i in range(0, len(list1)):
<TAB>j += list1[i]
<TAB>new_list.append(j)

print(new_list)
"
97 Write a Python program to print all permutations of a given string (including duplicates).	"def permute_string(str):
<TAB>if len(str) == 0:
        return ['']
<TAB>prev_list = permute_string(str[1:len(str)])
<TAB>next_list = []
<TAB>for i in range(0, len(prev_list)):
        for j in range(0, len(str)):
            new_str = prev_list[i][0:j] + str[0] + prev_list[i][j:len(str) - 1]
            if new_str not in next_list:
                next_list.append(new_str)
<TAB>return next_lis
"
Write a Python program to print the list of all keywords	"import keyword
print(""Python keywords are..."")
print(keyword.kwlist)
"
write a python function to calculate the greatest common divisor (GCD) of two user provided positive integers.	"

def gcd(num1, num2):
<TAB>gcd = 1
<TAB>if num1 % num2 == 0:
        return num2
<TAB>for k in range(int(num2 / 2), 0, -1):
        if num1 % k == 0 and num2 % k == 0:
            gcd = k
            break
<TAB>return gcd
"
36. Python funcction to Find the Factors of a Number	"def print_factors(x):
<TAB>print(""The factors of"", x, ""are:"")
<TAB>for i in range(1, x + 1):
        if x % i == 0:
            print(i)
"
"What happens ""behind"" the curtains is that the tuple is not modified, but a new object is generated every time, which will inherit the old ""name tag"":"	"my_tup = (1,)
print(id(my_tup))
my_tup += (4,)
print(id(my_tup))
my_tup = my_tup + (5,)
print(id(my_tup))
"
We have to use the global keyword!	"

def my_func():
<TAB>global var
<TAB>print(var)
<TAB>var = 'locally changed'


var = 'global'
my_func()
print(var)
"
Write a Python Program that Prints which Letters are in the First String but not in the Second	"

s1 = 'python'
s2 = 'schoolofai'
a = list(set(s1) - set(s2))
print(""The letters are:"")
for i in a:
<TAB>print(i)
"
6 write a program to remove empty List from List using list comprehension	"test_list = [5, 6, [], 3, [], [], 9]
print(""The original list is : "" + str(test_list))
res = [ele for ele in test_list if ele != []]
print(""List after empty list removal : "" + str(res))
"
write a python function for bitwise division with given number of shifts	"def bit_div(n, shift):
<TAB>return n >> shift
"
Write a Python function to return Jacobsthal's number	"def jacobsthal_seq(n):
<TAB>if n >= 0:
        if n == 0:
            return 0
        elif n == 1:
            return 1
        else:
            return 2 * jacobsthal_seq(n - 2) + jacobsthal_seq(n - 1)
"
Write a function to compute 5/0 and use try/except to catch the exceptions.	"def throws():
<TAB>return 5 / 0


try:
<TAB>throws()
except ZeroDivisionError:
<TAB>print(""division by zero!"")
except Exception:
<TAB>print('Caught an exception')
finally:
<TAB>print('In finally block for cleanup')
"
93 Write a Python function to check if a nested list is a subset of another nested list and print the output.	"def checkSubset(input_list1, input_list2):
<TAB>return all(map(input_list1.__contains__, input_list2))


list1 = [[1, 3], [5, 7], [9, 11], [13, 15, 17]]
list2 = [[1, 3], [13, 15, 17]]
print(""Original list:"")
print(list1)
print(list2)
print(""\nIf the one of the said list is a subset of another.:"")
print(checkSubset(list1, list2))
"
write a program Creating a Dictionary  with Integer Keys	"Dict = {1: 'Geeks', 2: 'For', 3: 'Geeks'}
print(""\nDictionary with the use of Integer Keys: "")
print(Dict)
"
55 Write a python program that pads a given python list to a given length at the end and prints the modified list	"

def pad_arr_end(arr, pad_len):
<TAB>pad_arr = [0] * (pad_len - len(arr))
<TAB>return arr.extend(pad_arr)


tmp = [1, 2, 3, 4, 5]
pad_arr_end(tmp, 10)
print(tmp)
"
Write a function to Filter String with substring at specific position	"def f_substring():
<TAB>test_list = ['program ', 'to', 'filter', 'for', 'substring']
<TAB>print(""The original list is : "" + str(test_list))
<TAB>sub_str = 'geeks'
<TAB>i, j = 0, 5
<TAB>res = list(filter(lambda ele: ele[i: j] == sub_str, test_list))
<TAB>print(""Filtered list : "" + str(res))
"
Write a Python program to check/test multiple variables against a value	"a = 10
b = 20
c = 30
if 10 in {a, b, c}:
<TAB>print(""True"")
else:
<TAB>print(""False"")
"
write a python python program to find the L.C.M. of two input number	"def compute_lcm(x, y):
<TAB>if x > y:
        greater = x
<TAB>else:
        greater = y

<TAB>while(True):
        if((greater % x == 0) and (greater % y == 0)):
            lcm = greater
            break
        greater += 1

<TAB>return lcm


num1 = 54
num2 = 24


print(""The L.C.M. is"", compute_lcm(num1, num2))
"
write a program to move numbers to the end of a string	"

str1 = 'hi 123 how are you doing? 567 is with you. Take care of 89'

res = ''
dig = ''


for ele in str1:
<TAB>if ele.isdigit():
        dig += ele
<TAB>else:
        res += ele

res += dig


print(""Strings after digits at end : "" + str(res))
"
write a python program list comprehension to make a list of size n of random integers in ranges a and b	"

import random


n = 10
a = 1
b = 100


rand = [random.randint(a, b) for i in range(n)]
print(f'list : {rand}')
"
Write a program to read an ASCII string and to convert it to a unicode string encoded by utf-8.	"s = raw_input()
u = unicode(s, ""utf-8"")
print(u)
"
Given a Python list. Turn every item of a list into its square	"aList = [1, 2, 3, 4, 5, 6, 7]
aList = [x * x for x in aList]
print(aList)
"
write a python function to map a numeric lookup using bisect	"def grade(score, breakpoints=[60, 70, 80, 90], grades='FDCBA'):
<TAB>from bisect import bisect
<TAB>i = bisect(breakpoints, score)
<TAB>return grades[i]
"
57 write a python program  to add prefix to each key name in dictionary and print it	"

test_dict = {'Gfg': 6, 'is': 7, 'best': 9, 'for': 8, 'geeks': 11}
temp = ""Pro""


d = {}
for key, value in test_dict.items():
<TAB>d.update({temp + key: value})
print(d)
"
write a python function to generate 4 digit OTP	"

import math
import random


def generateOTP():
<TAB>digits = ""0123456789""
<TAB>OTP = """"
<TAB>for i in range(4):
        OTP += digits[math.floor(random.random() * 10)]
<TAB>return OTP
"
Write a python program to find whether a given number is perfect or not and print the result in boolean format(True or False)	"x = int(input(""Enter any no. ""))


def perfect_number(n):
<TAB>sum = 0
<TAB>for x in range(1, n):
        if n % x == 0:
            sum += x
<TAB>return sum == n


print(perfect_number(x))
"
write a Python program to find Maximum Frequent Character in String	"

test_str = ""GeeksforGeeks""
print(""The original string is : "" + test_str)


all_freq = {}
for i in test_str:
<TAB>if i in all_freq:
        all_freq[i] += 1
<TAB>else:
        all_freq[i] = 1
res = max(all_freq, key=all_freq.get)


print(""The maximum of all characters in GeeksforGeeks is : "" + res)
"
Write a function to add two positive integers without using the '+' operator	"def add_without_plus_operator(a, b):
<TAB>while b != 0:
        data = a & b
        a = a ^ b
        b = data << 1
<TAB>return a
"
16. python function for count of address reference	"import ctypes


def ref_count(address: int):  
<TAB>return ctypes.c_long.from_address(address).value
"
Write a function to calculate the volume V of ideal gas based on ideal gas equation Pressure P and Tempreature T given	"def find_volume_of_ideal_gas(pressure: float, temp: float, n: float) -> float:
<TAB>r = 8.3145
<TAB>return (n * r * temp) / pressure
"
write a python Creating a Dictionary and  Accessing element using key	"Dict = {'Dict1': {1: 'Geeks'},
        'Dict2': {'Name': 'For'}}


print(Dict['Dict1'])
print(Dict['Dict1'][1])
print(Dict['Dict2']['Name'])
"
write a python program to sort a list in descending order and print it	"

list = [3, 1, 5, 6]
result = sorted(list, reverse=True)
print(result)
"
write a Python Program to Sum All the Items in a Dictionary and print the result	"d = {'A': 100, 'B': 540, 'C': 239}
print(""Total sum of values in the dictionary:"")
print(sum(d.values()))
"
write a program to find intersection	"a = {1, 2, 3, 4}
b = {3, 4, 5, 6}


intersection_both = a.intersection(b)
print(""Intersection"", intersection_both)
"
write a python function that returns True if the sum of two provided numbers is even	"def is_prod_even(num1, num2):
<TAB>sum = num1 + num2
<TAB>return not sum % 2
"
Write a python function to get the surface_area of a pyramid with base area & vertical height as input	"def pyramid_surface_area(base_area, height):
<TAB>surface_area = 1 / 3 * base_area * height
<TAB>return surface_area
"
99 Write a Python program to calculate distance between two points using latitude and longitude.	"from math import radians, sin, cos, acos


print(""Input coordinates of two points:"")
slat = radians(float(input(""Starting latitude: "")))
slon = radians(float(input(""Ending longitude: "")))
elat = radians(float(input(""Starting latitude: "")))
elon = radians(float(input(""Ending longitude: "")))


dist = 6371.01 * acos(sin(slat) * sin(elat) + cos(slat)
                      * cos(elat) * cos(slon - elon))
print(""The distance is %.2fkm."" % dist)
"
Write a Python function to find the simple interest in Python when principle amount, rate of interest and time is given	"def simple_interest(p, r, t):
<TAB>si = (p * r * t) / 100
<TAB>return si
"
Write a python function to get the volume of a pyramid with base area & vertical height as input	"def pyramid_volume(base_area, height):
<TAB>volume = 1 / 3 * base_area * height
<TAB>return volume
"
write a python program that tke two inputs from user and check whether they are equal or not.	"print(""Enter first number"")
first = input()
print(""Enter second number"")
second = input()
print(first == second)
"
Write a python program to solve and print the solution for the quadratic equation ax**2 + bx + c = 0	"

import cmath


a = 1
b = 5
c = 6


d = (b**2) - (4 * a * c)


sol1 = (-b - cmath.sqrt(d)) / (2 * a)
sol2 = (-b + cmath.sqrt(d)) / (2 * a)


print('The solution are {0} and {1}'.format(sol1, sol2))
"
write a python function to get 10 best Artists playing on Apple iTunes	"def get_artists():
<TAB>import requests
<TAB>url = 'https://itunes.apple.com/us/rss/topsongs/limit=10/json'
<TAB>response = requests.get(url)
<TAB>data = response.json()
<TAB>for artist_dict in data['feed']['entry']:
        artist_name = artist_dict['im:artist']['label']
        print(artist_name)
"
write a python function to make permutations from a list with given length	"def get_permutations(data_list, l=2):
<TAB>return list(permutations(data_list, r=l))
"
Write a function to return the real of the roots of a quadratic equation else return None ax**2 + bx + c = 0	"def roots_of_qad_eq(a: float, b: float, c: float):
<TAB>d = b**2 - 4 * a * c
<TAB>if d >= 0:
        return (-b + (d)**(1 / 2)) / 2 * a, (-b - (d)**(1 / 2)) / 2 * a
<TAB>else:
        return None
"
write a python program to print two sets union using operations like in mathematic	"

E = {0, 2, 4, 6, 8}
N = {1, 2, 3, 4, 5}


print(""Union of E and N is"", E | N)
"
